Coloro i quali coltivano, producono o fabbricano sostanze stupefacenti o psicotrope diverse da quelle stabilite nel decreto autorizzatorio del Ministro dell'Interno:;"a) Saranno puniti con la reclusione e con la multa, in virtù del richiamo che l'art. 73 comma 3 del D.P.R. 309 del 1990 opera in favore del comma 2 dello stesso articolo;";"b) Non commetteranno alcuna violazione;";"c) Saranno responsabili di un illecito civilistico;";"d) Saranno destinatari del divieto perpetuo dell'esercizio dell'attività imprenditoriale;";1
Nel caso di impugnazione dell'invito formale a non fare più uso di sostanze stupefacenti ai sensi dell'art. 75 comma 14 del D.P.R. 309 del 1990, a quale autorità spetta la giurisdizione?;"a) Al Giudice Amministrativo, in ossequio a quanto stabilito con Sentenza nr. 14033 del 2007 della Corte di Cassazione - II Sezione Civile;";"b) Al Giudice Contabile;";"c) Alla Camera di Commercio;";"d) Al Presidente della Provincia;";1
Con il provvedimento di avvenuto inserimento di un soggetto nelle liste di cui agli articoli 4, 4-bis e 4-ter del D.Lgs. 109 del 2007 il Comitato di Sicurezza Finanziaria rende note al destinatario le motivazioni che sono a fondamento della decisione?;"a) Non sempre, essendo la
scelta rimessa all'autorità
dell'Autorità procedente;";"b) Si, utilizzando la tecnica della motivazione per relationem;";"c) Si, ai sensi dell'art. 4 comma 1 lettera a) dello stesso D.Lgs. 109 del 2007;";d) No, non trattandosi di un obbligo previsto dalla legge.;3
Quali beni giuridici ha intesto tutelare il legislatore con le norme incriminatrici in materia di stupefacenti?;"a) L'immagine ed il prestigio della pubblica amministrazione;";"b) La salute pubblica, la sicurezza pubblica e l'ordine pubblico, giusta Sentenza nr. 32147 del 2014 della Corte di Cassazione - IV Sezione Penale;";"c) La fede pubblica;";"d) La par condicio creditorum;";2
La valutazione della gravità e della durata della violazione, ai sensi dell'art. 13-ter del D.Lgs. 109 del 2007 lettera b), ai fini dell'applicazione delle sanzioni amministrative pecuniarie spetta?;"a) Al Ministero dell'Economia e delle Finanze e le Autorità di Vigilanza di Settore, per i profili di rispettiva competenza;";"b) Alla Ragioneria Generale dello Stato;";"c) Alla Commissione Nazionale per le Società e la Borsa;";"d) Alla Commissione di Vigilanza sui Fondi Pensione;";1
L'istituto della collaborazione, di cui all'art. 73 comma 7 del D.P.R. 309 del 1990, prevede:;"a) La diminuzione della pena per coloro che si adoperano per evitare che l'attività delittuosa sia portata a conseguenze ulteriori, anche aiutando concretamente l'autorità di polizia o l'autorità giudiziaria nella sottrazione di risorse rilevanti per la commissione dei delitti;";"b) L'aumento della pena in caso di recidiva per il reato di spaccio di stupefacenti;";"c) La riduzione della pena, fino alla metà, se non si verifica l'evento del reato di traffico di sostanze psicotrope;";"d) Il raddoppio della pena per i concorrenti esterni nel reato di spaccio di stupefacenti;";1
Se dalla condotta di cui al comma 1 dell'articolo 75 del D.P.R. 309/90, possa derivare pericolo per la sicurezza pubblica, l'interessato che risulti già condannato, anche non definitivamente, per reati contro la persona, contro il patrimonio o per quelli previsti dalle disposizioni del presente testo unico o dalle norme sulla circolazione stradale, oppure sanzionato per violazione delle norme del testo unico o destinatario di misura di prevenzione o di sicurezza, può essere inoltre sottoposto:;a) All'obbligo di presentarsi almeno tre volte a settimana presso il locale ufficio della Polizia di Stato o presso il comando dell'Arma dei carabinieri territorialmente competente.;"b) Alla sanzione
amministrativa da 26.000 a 260.000 euro.";"c) Al divieto di
allontanarsi dal comune di residenza.";d) Nessuna delle risposte è corretta.;3
Ai sensi dell'art. 75 comma 13 3 del D.P.R. 309/90, il Prefetto competente per la segnalazione è in prima battuta:;a) Nessuna delle risposte è corretta.;b) Quello dove è avvenuto il fatto.;c) Quello del domicilio del trasgressore.;d) Quello di residenza del soggetto.;4
Ai sensi dell'art. 29 del D.P.R. 309/90 le operazioni concernenti raccolta delle piante, oppio grezzo o altre droghe devono essere eseguite:;a) Nessuna delle risposte è corretta.;b) Alla presenza militari della Guardia di Finanza.;c) Alla presenza militari della Guardia di Finanza, necessariamente coadiuvati del personale del Ministero della Sanità.;d) Alla presenza dei funzionari del Ministero delle Finanze.;2
Ai sensi dell'art. 75 comma 4 del D.P.R. 309/90 il Prefetto convoca il trasgressore entro:;"a) 40 giorni dalla ricezione della segnalazione;";b) 40 giorni dal fatto.;"c) 30 giorni dalla ricezione della segnalazione;";d) 20 giorni dal fatto;1
Se il soggetto che incorre nelle condotte di cui all'art. 75 del D.P.R. 309/90 è minore d'età:;"a) Non sono previste particolari disposizioni;";b) I genitori sono convocati presso la prefettura ove il fatto è avvenuto.;"c) Il prefetto deve obbligatoriamente convocare i genitori;";"d) Il prefetto può non convocare i genitori qualora la situazione possa contrastare con le esigenze educative del medesimo;";4
Ai sensi dell'art. 75 - bis, comma 1 - bis del D.P.R. 309/90 la durata massima delle misure di cui al comma 1 dell'art. 75 - bis del D.P.R. 309/90 è fissata in:;a) Cinque anni per quelle indicate nelle lettere a), b), c), d) ed e).;b) Tre anni per quelle indicate nelle lettere a), b), c), d) ed e).;c) Quattro anni per quelle indicate nelle lettere a), b), c), d) ed e) .;d) Due anni per quelle indicate nelle lettere a), b), c), d) ed e) .;4
L'art. 79 del D.P.R. 309/90 è denominato:;"a) Agevolazioni dell'uso di sostanze stupefacenti o psicotrope;";b) La quantificazione di sostanze;"c) L'abbandono di siringhe;";d) Sanzioni amministrative.;1
Le pene previste per i delitti di cui all'articolo 73, in base a quanto previsto dall'art. 80 del D.P.R. 309/90, sono aumentate da:;a) Aumentate da un quarto alla metà al ricorrere della reiterazione del reato.;b) Aumentate da un terzo alla metà nei casi previsti dallo stesso art. 80 comma 1 del D.P.R. 309 del 1990.;c) Aumentato dal doppio al triplo per i soggetti gravati da pericolosità sociale.;d) Diminuite di un quinti nei casi di buona condotta.;2
L'art. 80 del D.P.R. 309/90 prevede:;a) Nessuna risposta è corretta.;b) Le aggravanti generiche;"c) Le circostanze aggravanti specifiche o generiche;";"d) Le aggravanti specifiche;";4
Per i fatti previsti dal comma 1 art. 75 del D.P.R. 309/90 se commessi da soggetto che presumibilmente si asterrà a certe condotte in futuro, il prefetto può:;"a) Diminuire di 1/3 la sanzione;";b) Nessuna delle risposte è corretta.;"c) Per una sola volta definire il procedimento con formale invito;";"d) Irrogare solo sanzioni di carattere amministrativo;";3
L' obbligo di comparire in un ufficio o comando di polizia specificamente indicato, negli orari di entrata ed uscita dagli istituti scolastici è:;a) Un Provvedimento a tutela della sicurezza pubblica previsto dall'art. 73 comma 5 del D.P.R. 309/90;"b) Un Provvedimento a tutela della sicurezza pubblica previsto dall'art. 75 - bis del D.P.R. 309/90;";c) Nessuna delle risposte è corretta.;"d) Una sanzione applicabile ai soggetti denunciati unicamente ai sensi di cui all'art 73 del D.P.R. 309/90;";2
Il soggetto che contravviene alle disposizioni di cui al comma 1 dell'art. 75 - bis D.P.R. 309/90 è punito con:;a) L'arresto da 1 a 3 mesi.;"b) La sanzione
amministrativa da 260,00 a 2.600,00 euro.";"c) La sanzione
amministrativa da 2.600,00 a 26.000,00 euro.";d) L'arresto da 3 a 18 mesi.;4
L'abbandono di siringhe è:;"a) Una fattispecie sanzionabile amministrativamente prevista dal D.P.R. 309/90;";"b) Una fattispecie penalmente rilevante prevista dal D.P.R. 309/90;";"c) Non è prevista una tale fattispecie nel D.P.R. 309/90;";d) Nessuna risposta è corretta.;1
Il Titolo I del D.P.R. 309/90 è denominato:;a) Nessuna delle risposte è corretta.;b) Sanzioni.;c) Disciplina per i casi di approvvigionamento obbligatorio.;d) Delle autorizzazioni.;4
Ai sensi dell'art. 82 del D.P.R. 309/90, chiunque pubblicamente istiga all'uso illecito di sostanze stupefacenti o psicotrope, ovvero svolge, anche in privato, attività di proselitismo per tale uso delle predette sostanze, ovvero induce una persona all'uso medesimo, è punito con la reclusione:;a) Da due a dieci anni e con la multa da euro 1.032 (lire due milioni - £ 2.000.000) a euro 5.164 (lire dieci milioni - £ 10.000.000) .;b) Da 6 mesi a 1 anno.;c) Da uno a sei anni e con la multa da euro 1.032 (lire due milioni - £ 2.000.000) a euro 5.164 (lire dieci milioni - £ 10.000.000).;d) Da tre a sette anni e con la multa da euro 1.032 (lire due milioni - £ 2.000.000) a euro 5.164 (lire dieci milioni - £ 10.000.000).;3
Il Titolo I del D.P.R. 309/90 è denominato;a) Sanzioni;b) Degli organi e delle tabelle;"c) Disciplina per i casi di approvvigionamento obbligatorio;";d) Nessuna delle risposte è corretta;2
L'art. 81 del D.P.R. 309/90 è denominato:;a) Prestazioni di soccorso in caso di pericolo di morte o lesioni dell'assuntore.;"b) Agente sotto copertura;";c) Disposizioni penali;"d) Sanzioni amministrative;";1
l'art. 97 del D.P.R. 309/90 disciplina:;"a) La gestione degli immobili confiscati per spaccio;";"b) La destinazione dei proventi sequestrati dalle attività di spaccio;";"c) Le attività sotto copertura;";d) Nessuna delle risposte è corretta.;3
Il Comitato di sicurezza finanziaria previsto dall'art. 3 del D. Lgs. 109/07, da quanti membri è composto?;a) 10 membri e dai rispettivi supplenti.;b) 20 membri e dai rispettivi supplenti.;c) 15 membri e dai rispettivi supplenti.;d) 8 membri e dai rispettivi supplenti.;3
Ai sensi dell'art. 1 comma 8 lettera g) del D.P.R. 309/90, tra i dati acquisiti dall'osservatorio permanente, relativamente all'andamento del fenomeno della tossicodipendenza, ci sono quelli:;a) Sul numero di decessi per overdose presso le strutture di accoglienza e disintossicazione.;b) Sul numero e sugli esiti dei processi penali per i reati previsti dal D.P.R. 309/90.;c) Sull'aggiornamento delle indagini oggetto di coordinamento investigativo della DCSA.;d) Sul numero delle indagini in materia di stupefacenti presso la Procura Nazionale Antimafia.;2
Il decreto di autorizzazione, previsto dall'art. 17 del D.P.R. 309/90, è comunicato oltre che al Ministero dell'Interno e al Comando Generale dell'Arma dei Carabinieri anche al:;a) Al Comando Generale della Guardia di Finanza, previo parere concorde del ministro dell'Interno.;b) Direttamente, e senza ritardo, al reparto territoriale della Guardia di Finanza dove insiste il luogo di coltivazione.;c) Al Comando Generale della Guardia di Finanza.;d) Nessuna risposta è corretta.;3
Il Titolo III del D.P.R. 309/90 è denominato:;"a) Degli organi e delle tabelle;";b) Disciplina per i casi di approvvigionamento obbligatorio;c) Sanzioni;d) Nessuna delle risposte è corretta;4
Il provvedimento di revoca dell'autorizzazione alla coltivazione, ai sensi dell'art. 21 del D.P.R. 309/90, è notificato tramite il sindaco e comunicato a:;a) Nessuna delle risposte è corretta.;b) Al comando Generale della Guardia di Finanza.;c) Al commissariato competente per territorio.;d) All'autorità sanitaria regionale, alla Questura competente per territorio e, ove occorra, al Comando Generale della Guardia di Finanza.;4
L'art. 66 comma 2 del D.P.R. 309/90 prevede:;a) Nessuna delle risposte è corretta.;b) I poteri della Guardia di Finanza in materia di controlli.;c) Le potestà ispettive del ministero della sanità.;"d) Che il Ministero della Sanità può, in qualsiasi momento, richiedere agli enti o alle imprese autorizzati alla fabbricazione, all'impiego
e al commercio di sostanze stupefacenti o psicotrope, notizie e dati che devono essere forniti entro il termine stabilito.";4
La procedura del rinnovo dell'autorizzazione alla coltivazione di sostanze stupefacenti, ai sensi dell'art. 20 del D.P.R. 309/90, deve essere richiesta:;a) Nessuna risposta è corretta.;b) 6 mesi prima della scadenza.;c) 1 mese prima della scadenza.;d) 3 mesi prima della scadenza.;4
Ai sensi dell'art. 30 comma 3 del D.P.R. 309/90 chiunque produce sostanze stupefacenti in quantità superiori a quelle consentite o tollerate è punito:;a) Con la reclusione sino ad un anno o con la multa fino a euro 10.329.;b) Con la reclusione sino a sei mesi e con la multa fino a euro 10.329.;c) Con la reclusione sino a due anni e con la multa fino a euro 10.329.;d) Con la reclusione sino a nove mesi e con la multa fino a euro 10.329.;1
Il Titolo IV del D.P.R. 309/90 è denominato:;a) Disposizioni relative alla distribuzione;"b) Sanzioni;";"c) Disciplina per i casi di approvvigionamento obbligatorio;";d) Nessuna delle risposte è corretta.;1
Ai sensi dell'art. 34 del D.P.R. 309/90, presso gli Enti o imprese autorizzate alla fabbricazione di sostanze stupefacenti:;a) Devono essere dislocati almeno due militari della Guardia di Finanza di cui uno avente qualifica di Ufficiale di polizia Giudiziaria;"b) Possono essere dislocati a scopo di vigilanza militari della Guardia di Finanza o dell'Arma dei Carabinieri;";c) Devono essere dislocati uno o più militari della Guardia di Finanza;d) Nessuna delle risposte è corretta;3
Ai sensi dell'art. 25-bis comma 2 del D.P.R. 309/90 la distruzione delle sostanze e composizioni di cui al comma 1 del medesimo articolo è effettuata:;"a) Unicamente dal
personale della Guardia di Finanza;";"b) Dal ministero della Salute che può avvalersi di società specializzata;";"c) Dall'azienda sanitaria locale ovvero da un'azienda autorizzata allo smaltimento dei rifiuti sanitari;";d) Nessuna delle risposte è corretta.;3
Il Titolo VII del D.P.R. 309/90 è denominato:;"a) Disciplina per i casi di approvvigionamento obbligatorio;";b) Sanzioni;"c) Prescrizioni particolari relative ai precursori di droghe;";d) Nessuna delle risposte è corretta.;3
Il Titolo IX del D.P.R. 309/90 è denominato:;a) Disciplina per i casi di approvvigionamento obbligatorio.;b) Nessuna delle risposte è corretta.;c) Sanzioni.;d) Degli organi e delle tabelle.;2
L'art 84 del D.P.R. 309/90 è denominato:;a) Prescrizioni abusive.;b) Divieto di propaganda pubblicitaria.;c) Istigazione, proselitismo e induzione al reato di persona minore.;d) Nessuna risposta è corretta.;2
Ai sensi dell'art. 79 del D.P.R. 309/90, chiunque adibisce o consente che sia adibito un locale pubblico o un circolo privato di qualsiasi specie a luogo di convegno di persone che ivi si danno all'uso di sostanze stupefacenti o psicotrope è punito, per questo solo fatto, con:;a) La reclusione da tre a dieci anni e con la multa da euro 3.000 ad euro 10.000 se l'uso riguarda le sostanze e i medicinali compresi nelle tabelle I e II, sezione A, previste dall'articolo 14, o con la reclusione da uno a quattro anni e con la multa da euro 3.000 ad euro 26.000 se l'uso riguarda i medicinali compresi nella tabella II, sezione B, prevista dallo stesso articolo 14;b) La reclusione da tre a sei anni.;c) L'arresto.;d) L'ergastolo.;1
L'art. 103 del D.P.R. 309/90 è denominato:;"a) Circostanze aggravanti;";"b) Sanzioni amministrative;";"c) Controlli ed ispezioni;";d) Nessuna delle risposte è corretta.;3
Nei casi di cessazione di attività autorizzate previste dall'art. 22 del D.P.R. 309/90, il Ministro della Sanità, secondo quanto previsto dall'art. 23 può:;a) Procedere alla vendita anche delle sostanze non utilizzabili farmacologicamente.;b) Richiedere agli organi di polizia di procedere alla quantificazione delle giacenze.;c) Disporre immediatamente la distruzione delle quantità rimaste invendute.;"d) Su richiesta
dell'interessato cedere le giacenze di sostanze stupefacenti ai fornitori.";4
Ai sensi dell'art. 19 del D.P.R. 309/90 le autorizzazioni previste dal comma 1 dell'art. 17 sono:;"a) personali, ma possono essere cedute mediante un normale atto di compravendita societario;";"b) possono essere
accordate soltanto a società di capitali con capitale sociale superiore a 10.000 euro;";"c) Personali e non possono essere cedute;";d) nessuna delle risposte è corretta.;3
Ai sensi dell'art. 6 del D.P.R. 309/90 le ispezioni ordinarie devono essere effettuate, salvo quanto previsto dall'art. 29 del medesimo D.P.R., almeno ogni:;"a) Anno;";b) due anni;c) Tre anni;d) 6 mesi;2
Ai sensi dell'art. 6 comma 6 del D.P.R. 309/90, la Guardia di Finanza può eseguire ispezioni straordinarie?;a) Sì, quando sussistono sospetti di attività illecite.;b) Nessuna delle risposte è corretta.;c) No.;d) Sì, sempre in ogni caso.;1
Ai sensi dell'art. 88 del D.P.R. 309/90, il servizio centrale antidroga, istituito nell'ambito del Dipartimento di pubblica sicurezza, può chiedere all'autorità giudiziaria:;a) I nominativi dei soggetti condannati in via definitiva per l'art. 73 del D.P.R. 309/90.;b) Tutte le informazioni e dati necessari di un procedimento penale in corso in materia di traffico di sostanze stupefacenti.;c) La consegna di alcuni campioni delle sostanze sequestrate.;d) Nessuna delle risposte è corretta.;3
Ai sensi dell'art 85 - bis del D.P.R. 309/90 è applicabile l'art. 240-bis del Codice Penale:;"a) Nei casi dei delitti previsti dall'art. 73, escluso il comma 5;";b) Nessuna delle risposte è corretta.;c) Nei casi dei delitti previsti dall'art. 75 - bis;"d) Nei casi dei delitti previsti dall'art. 75;";1
Ai sensi dell'art. 3 del D.P.R. 309/90 il Servizio centrale per le dipendenze da alcool e sostanze stupefacenti è istituito presso:;a) Nessuna risposta è corretta.;b) Presso il polo ospedaliero regionale.;c) Presso ogni capoluogo di provincia.;d) Il Ministero della Sanità.;4
L'art. 2 del D.P.R. 309/90 è denominato:;a) Delega di funzioni del Ministro della Sanità.;b) Attribuzioni del Ministro della Sanità.;c) I poteri ispettivi dei funzionari del Ministero della Sanità.;d) I poteri ispettivi della Guardia di Finanza.;2
Ai sensi dell'art. 104 comma 3 del D.P.R. 309/90 il Ministro della Pubblica istruzione:;a) Nessuna delle risposte è corretta.;"b) Non procede alla predisposizione di interventi educativi e d'informazione sull'argomento delle sostanze stupefacenti essendo di esclusivo appannaggio del Ministro della sanità;";c) promuove e coordina le attività di educazione alla salute e di informazione sui danni derivanti dall'alcoolismo, dal tabagismo, dall'uso delle sostanze stupefacenti o psicotrope, nonché dalle patologie correlate, previo coordinamento necessario con il Ministro della Sanità.;"d) promuove e coordina le attività di educazione alla salute e di informazione sui danni derivanti dall'alcoolismo, dal tabagismo, dall'uso delle sostanze stupefacenti o psicotrope, nonché dalle patologie correlate;";4
Il Titolo X del D.P.R. 309/90 è denominato:;a) Disciplina per i casi di approvvigionamento obbligatorio.;b) Nessuna delle risposte è corretta.;c) Sanzioni.;d) Degli organi e delle tabelle.;2
Ai sensi dell'art. 3 del D. Lgs. 109/2007, il Comitato può stabilire collegamenti con gli organismi che svolgono simili funzioni negli altri Paesi al fine di contribuire al necessario coordinamento internazionale?;a) Sì, anche in deroga al segreto d'ufficio.;b) No, mai.;c) Sì, ma solo per gli atti non coperti da segreto d'ufficio.;d) Sì, ma solo per gli atti non coperti da segreto d'ufficio e previo nulla-osta del Ministro degli affari esteri e della cooperazione internazionale.;1
Ai sensi dell'art. 30 del D.P.R. 309/90 chiunque per colpa produce sostanze stupefacenti o psicotrope in quantità superiore a quelle consentite o tollerate è punito con la reclusione sino:;"a) a tre anni o con la multa fino a euro 10.329;";"b) a due anni o con la multa fino a euro 10.329;";"c) ad un anno o con la multa fino a euro 10.329;";d) nessuna delle risposte è corretta.;3
Ai sensi dell'art. 74 del D.P.R. 309/1990, se l'associazione è armata:;a) La pena, nei casi indicati dai commi 1 e 3 del medesimo articolo, non può essere inferiore a ventiquattro anni di reclusione.;b) La pena, nel caso indicato dal comma 2 del medesimo articolo, non può essere inferiore a ventiquattro anni di reclusione.;c) La pena, nel caso indicato dal comma 2 del medesimo articolo, non può essere inferiore a venti anni di reclusione.;d) La pena, nei casi indicati dai commi 1 e 3 del medesimo articolo, non può essere inferiore a venti anni di reclusione.;1
Il Comitato previsto dal D. Lgs. 109/2007 da chi è presieduto?;a) Da un magistrato della Direzione nazionale antimafia e antiterrorismo.;b) Dal Direttore generale del tesoro.;c) Dal Ministro degli affari esteri e della cooperazione internazionale.;d) Dal Ministro della giustizia.;2
Chi è demandato, ai sensi dell'art. 4 quinquies, del D. Lgs. 109/2007 alla notifica dell'avvenuto inserimento dei nominativi nelle liste di cui agli articoli 4, 4-bis e 4-ter, del medesimo decreto?;"a) L'Unità di
Informazione Finanziaria, avvalendosi di personale dipendente dell'Agenzia del demanio.";b) Il Prefetto.;"c) L'Unità di
Informazione Finanziaria.";d) Il Comitato, avvalendosi del Nucleo speciale di polizia valutaria della Guardia di finanza.;4
Ai sensi dell'art. 1 comma 15 del D.P.R. 309/90, il Presidente del Consiglio dei Ministri convoca una conferenza nazionale sui problemi connessi alla diffusione degli stupefacenti ogni:;a) 4 anni;"b) 2 anni;";c) 3 anni;d) 5 anni;3
Il Comitato nazionale di coordinamento per l'azione antidroga è stato istituito, ai sensi dell'art. 1 del D.P.R. 309/90;a) Presso le Questure.;b) Presso la DCSA;c) Presso ogni prefettura;"d) Presso la Presidenza del Consiglio dei Ministri;";4
Ai sensi dell'art. 1 del D.P.R. 309/90 le riunioni del comitato nazionale di coordinamento per l'azione antidroga:;a) Sono ristrette ad un numero vincolato di partecipanti;"b) Possono essere
presiedute unicamente dal Presidente del Consiglio e il Capo della Polizia di Stato";c) Possono essere invitati alcuni ministri, non previsti ordinariamente, a seconda delle tematiche da affrontare;d) Nessuna delle risposte è corretta.;3
Ai sensi dell'art. 4 quinquies, del D.Ls. 109/2007, quali compiti vengono assegnati all'Unità di informazione finanziaria in ordine alla notifica dell'avvenuto inserimento dei nominativi nelle liste di cui agli articoli 4, 4-bis e 4-ter, del medesimo decreto?;a) Notificare agli interessati.;"b) La diffusione
dell'inserimento nelle liste dei soggetti sia presso gli intermediari bancari e finanziari sia presso i collegi e gli ordini professionali.";c) Comunicare a tutte le Amministrazioni rappresentate in seno al Comitato medesimo l'avvenuto inserimento nelle liste del nominativo di individui o entità.;"d) La diffusione
dell'inserimento nelle liste dei soggetti alla Corte di Cassazione.";2
Ai sensi dell'art. 1 comma 10 del D.P.R. 309/90 l'osservatorio permanente:;a) Può svolgere attività di polizia giudiziaria delegata dalle Procure della Repubblica.;"b) Avvalendosi anche delle Prefetture e delle amministrazioni locali, può richiedere ulteriori dati a qualunque
amministrazione statale e regionale, che è tenuta a fornirli, con l'eccezione di quelli che possano violare il diritto all'anonimato.";c) Può svolgere attività di polizia giudiziaria d'iniziativa.;d) Può interloquire direttamente con le Agenzie d'intelligence.;2
Ai sensi dell'art. 3 del D.P.R. 309/90 presso il Ministero della Sanità è istituito:;"a) Il centro di raccordo tra regioni, relativamente alle sanzioni amministrative elevate nel corso dell'anno solare nei confronti di assuntori di sostanze stupefacenti;";"b) Il centro di raccolta di sostanze stupefacenti non più utilizzabili ai fini terapeutici;";"c) Il servizio centrale per le dipendenze da alcool e sostanze stupefacenti;";d) Nessuna delle risposte è corretta.;3
Ai sensi dell'art. 1 comma 3 del DPR 309/1990, a quale figura istituzionale possono essere delegate le funzioni del Presidente del comitato nazionale di coordinamento per l'azione antidroga?;a) Al Capo della Polizia di Stato.;b) Al Ministro delle Finanze.;c) Al Ministro per gli affari sociali.;d) Nessuna delle risposte è corretta.;3
Ai sensi dell'art. 29 del D.P.R. 309/90, la periodicità dei controlli sulle attività autorizzate di coltivazione, è concordata:;"a) Tra il ministero della Sanità e il ministero delle Politiche Agricole;";b) Nessuna delle risposte è corretta.;"c) Tra il ministero delle Politiche Agricole e il Comando Generale della Guardia di Finanza;";"d) Tra il ministero della Sanità e il Comando Generale della Guardia di Finanza;";2
Ai sensi dell'art. 21 comma 3 del D.P.R. 309/90, nei casi previsti dai commi 1 e 2 dello stesso articolo, qualora il fatto risulti di lieve entità, può essere adottato un provvedimento di sospensione dell'autorizzazione fino a::;a) A 1 anno.;b) A 1 mese.;c) A 6 mesi.;d) A 2 mesi.;3
L'art. 9 del D.P.R. 309/90 è denominato:;a) Nessuna delle risposte è corretta.;"b) Attribuzioni del Ministro della Sanità;";c) I poteri della Guardia di Finanza in materia di Controlli e Ispezioni;d) Attribuzioni del Ministro dell'Interno;4
Salvo che il fatto non costituisca più grave reato, ai sensi dell'art. 8 chi impedisce o ostacola lo svolgimento delle ispezioni di cui all'art. 6 del D.P.R. 309/90 è punito:;a) Con l'ammenda da euro 516 a 5164.;b) Con l'arresto fino a 1 anno o con l'ammenda da euro 516 a 5164.;c) Con l'arresto fino a 1 anno e con l'ammenda da euro 516 a 5164.;d) Con l'ergastolo.;2
Le distruzioni di sostanze stupefacenti previste dall'art. 25 bis del D.P.R. 309/90 sono:;a) Svolte unicamente dal personale della Guardia di Finanza, così come stabilito dall'art. 114 del D.P.R. 309/90;"b) Svolte sempre in completa autonomia dal Ministero della Salute;";"c) Svolte con adeguata assistenza da parte delle Forze di polizia;";d) Nessuna delle risposte è corretta;3
ai sensi dell'art. 29 comma 5 del D.P.R. 309/90 i militari della Guardia di Finanza:;a) effettuano controlli amministrativi volti alle verifiche delle giacenze dei prodotti detenuti dalle società autorizzate;"b) esercitano attività di vigilanza al fine di prevenire e reprimere qualsiasi tentativo di abusiva sottrazione di prodotti;";"c) sono comandati in specifiche pattuglie di riscontro dal Comando Provinciale ove insiste l'impresa o l'Ente autorizzato alla produzione o coltivazione;";d) nessuna delle risposte è corretta;2
Le istruzioni di servizio relative al controllo sui cicli di lavorazione di sostanze stupefacenti, così come disciplinato dall'art. 34 del D.P.R. 309/90 sono disposte dal:;"a) Comando Generale della Guardia di Finanza di massima concertate anche con il Comando Provinciale ove insiste il luogo di produzione;";b) Comando Generale della Guardia di Finanza di massima concertate anche con il Ministero della sanità;c) Dal Ministero della sanità;d) Nessuna delle risposte è corretta;2
Il Titolo VIII del D.P.R. 309/90 è denominato:;a) Nessuna delle risposte è corretta.;b) Sanzioni;c) Disciplina per i casi di approvvigionamento obbligatorio;"d) Della repressione delle attività illecite;";4
La pena prevista dall' art. 73 comma 2 del D.P.R. 309/90 è:;a) La reclusione da 8 a 22 anni e con la multa da 26.000 a 300.000 euro.;b) La reclusione da 6 a 22 anni e con la multa da 26.000 a 300.000 euro.;c) La reclusione da 4 a 22 anni e con la multa da 30.000 a 300.000 euro.;d) La reclusione da 8 a 22 anni e con la multa da 30.000 a 300.000 euro.;2
L'Art. 72 del D.P.R. 309/90 è denominato:;"a) Produzione e traffico di sostanze stupefacenti;";"b) Attività illecite;";"c) Sanzioni amministrative;";d) Violazioni penali.;2
Ai sensi dell'art. 75 del D.P.R. 309/90 la sospensione del permesso di soggiorno per motivi di turismo o divieto di conseguirlo se cittadino extracomunitario è:;"a) Non è prevista come sanzione accessoria;";"b) Una sanzione accessoria alla fattispecie penale;";c) Una sanzione amministrativa;d) Nessuna delle risposte è corretta.;3
Ai sensi dell'art. 75 comma 1 del D.P.R. 309/90 è una sanzione amministrativa applicabile per l'uso personale di sostanze stupefacenti:;a) Nessuna delle risposte è corretta.;"b) La revoca della patente di guida;";"c) La sospensione della patente di guida per un periodo fino a cinque anni;";"d) La sospensione del passaporto e di ogni altro documento equipollente;";4
Se fatti di spaccio sono qualificabili ai sensi dell'art. 73 comma 5 del DPR 309/90, gli stessi sono:;a) Di grave entità.;b) Di lieve entità.;c) Suscettibili di irrilevanza penale.;"d) Suscettibili unicamente di violazioni
amministrative.";2
L'art. 75 del D.P.R. 309/90 è denominato:;a) Condotte integranti illeciti amministrativi;b) Nessuna delle risposte è corretta.;"c) Sanzioni;";"d) Associazione finalizzata al traffico illecito di sostanze stupefacenti o psicotrope;";1
Il D.Lgs. 109/2007, all'art. 2, comma 2, prevede un caso di non applicabilità delle misure disposte dal medesimo Decreto?;a) Si, esclusivamente per le sanzioni di natura penale nei confronti di Paesi terzi, escluso l'embargo di armi.;b) Si, per le sanzioni di natura commerciale nei confronti di Paesi terzi, incluso l'embargo di armi.;c) Si, per le sanzioni di natura commerciale nei confronti di Paesi terzi, escluso l'embargo di armi.;d) No.;2
Ai sensi dell'art. 75 del D.P.R. 309/90, chiunque, per farne uso personale, illecitamente importa, esporta, acquista, riceve a qualsiasi titolo o comunque detiene sostanze stupefacenti o psicotrope, se si tratta di sostanze stupefacenti o psicotrope comprese nelle tabelle I e III previste dall'articolo 14, per un periodo da due mesi a un anno è sottoposto:;"a) Alla sanzione
amministrativa da 260,00 a 2.600,00 euro.";b) Ad un percorso riabilitativo presso un centro di recupero di cui all'art. 34 del D.P.R. 309/90.;c) Ad una o più sanzioni amministrative previste ai punti a, b, c nonchè d dell'art. 75 comma 1.;d) Nessuna delle risposte è corretta.;3
